sex,age,address,famsize,Pstatus,Medu,Fedu,traveltime_math,studytime_math,failures_math,schoolsup_math,famsup_math,paid_math,activities_math,nursery,higher_math,internet,romantic_math,famrel_math,freetime_math,goout_math,Dalc_math,Walc_math,health_math,absences_math,G1_math,G2_math,G3_math,traveltime_port,studytime_port,failures_port,schoolsup_port,famsup_port,paid_port,activities_port,higher_port,romantic_port,famrel_port,freetime_port,goout_port,Dalc_port,Walc_port,health_port,absences_port,G1_port,G2_port,G3_port,school_GP,school_MS,Mjob_at_home,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_course,reason_home,reason_other,reason_reputation,guardian_math_father,guardian_math_mother,guardian_math_other,guardian_port_father,guardian_port_mother,guardian_port_other,avg_grade_math,avg_grade_port,grade_gain_math,grade_gain_port,grade_std_math,grade_std_port,support_score_math,support_score_port,avg_studytime,avg_traveltime,avg_alcohol_use,avg_famrel
1,15,1,1,1,4,2,1,2,0,,,,0,1,1,0,0,4,3,3,2,2,5,-0.4358840114842877,1.2373737128706725,1.1202907944896665,0.7717338717521275,1,2,0,,,,0,1,0,4,3,3,2,2,5,0.06678691299534632,-0.4357562748745463,-0.09663668378633711,0.16463708090007337,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1.043132793037489,-0.12258529258693669,-0.46563984111854506,0.6003933557746197,0.2422191844183624,0.3010366142823696,0.0,0.0,2.0,1.0,2.0,4.0
0,15,1,1,1,4,4,1,2,1,,,,1,0,1,1,0,4,4,4,1,1,3,-0.4358840114842877,-1.1544125404707415,-0.9698243874153526,-0.7236403116284443,1,2,0,,,,1,1,0,4,4,4,1,1,3,-0.3414146992322103,0.3475797110175795,-0.09663668378633711,-0.1753162429044022,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,-0.9492924131715128,0.025208928108946732,0.43077222884229716,-0.5228959539219817,0.21611883249777744,0.28193937204760333,0.0,0.0,2.0,1.0,1.0,4.0
0,16,1,0,1,2,2,3,2,0,,,,0,1,1,1,0,4,3,3,2,3,4,-0.4358840114842877,0.3404538678676423,0.5977619990134118,0.5581089884120458,3,2,0,,,,0,1,0,4,3,3,2,3,4,-0.7496163114597669,0.7392477039636425,0.3090249998002643,0.16463708090007337,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0.49877495176436665,0.40430326155466006,0.2176551205444035,-0.5746106230635691,0.13853614877393275,0.298919391151829,0.0,0.0,2.0,3.0,2.5,4.0
0,15,1,0,1,4,2,1,2,0,,,,0,1,1,1,0,4,3,3,1,1,5,-0.4358840114842877,0.04148058619996553,0.5977619990134118,0.5581089884120458,1,2,0,,,,0,1,0,4,3,3,1,1,5,-0.7496163114597669,1.5225836898557683,0.7146866833868658,1.1844970523135,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0.39911719120847433,1.1405891418520449,0.5166284022120803,-0.3380866375422682,0.3103563214177329,0.4057342994080878,0.0,0.0,2.0,1.0,1.0,4.0
1,15,1,0,0,4,2,2,1,1,,,,0,1,1,0,0,5,5,5,3,4,5,0.08937684778068994,0.04148058619996553,0.07523320353715703,-0.08276566160819926,2,1,0,,,,0,1,0,5,5,5,3,4,5,0.06678691299534632,-0.8274242678206093,-1.3136217345461414,-1.1951762143178288,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0.0113160427096411,-1.1120740722281932,-0.12424624780816479,-0.36775194649721954,0.08320658092837294,0.2535280431776645,0.0,0.0,1.0,2.0,3.5,5.0
0,15,1,1,1,4,4,1,1,0,,,,0,1,1,1,0,3,3,4,2,3,5,-0.6985144411167765,-0.8554392588030648,-0.18603119420097036,0.13085922173188244,1,1,0,,,,0,1,0,3,3,4,2,3,5,-0.7496163114597669,0.3475797110175795,-0.09663668378633711,-0.1753162429044022,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,-0.30353707709071753,0.025208928108946732,0.9862984805349473,-0.5228959539219817,0.5035393704186999,0.28193937204760333,0.0,0.0,1.0,1.0,2.5,3.0
0,15,1,0,0,3,3,1,1,0,,,,0,1,1,1,0,5,3,4,4,4,1,0.08937684778068994,-0.25749269546771125,0.5977619990134118,0.5581089884120458,1,1,0,,,,0,1,0,5,3,4,4,4,1,-0.7496163114597669,0.3475797110175795,-0.09663668378633711,0.16463708090007337,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0.2994594306525821,0.13852670271043857,0.8156016838797571,-0.18294263011750614,0.4827420050139354,0.22325627704512946,0.0,0.0,1.0,1.0,4.0,5.0
0,16,1,1,0,2,1,1,2,0,,,,1,1,1,1,1,5,3,4,1,1,2,0.3520072774131787,-0.8554392588030648,-0.4472955919390978,-0.08276566160819926,1,2,0,,,,1,1,1,5,3,4,1,1,2,-0.3414146992322103,-0.04408828192848341,0.3090249998002643,-0.1753162429044022,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,-0.4618335041167873,0.029873491655792905,0.7726735971948655,-0.1312279609759188,0.38654189309617915,0.2504982391354757,0.0,0.0,2.0,1.0,1.0,5.0
0,15,1,1,0,4,3,1,2,0,,,,1,1,1,1,0,4,3,2,1,1,1,-0.6985144411167765,0.9384004312029958,1.1202907944896665,0.9853587550922093,1,2,0,,,,1,1,0,4,3,2,1,1,1,-0.7496163114597669,1.1309156969097054,0.7146866833868658,0.8445437285090245,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1.0146833269282907,0.8967153696018652,0.046958323889213505,-0.2863719684006809,0.09442443512760021,0.2129625742361535,0.0,0.0,2.0,1.0,1.0,4.0
1,15,1,1,1,4,4,1,2,0,,,,1,1,1,0,0,3,2,2,1,1,5,-0.17325358185179887,0.9384004312029958,1.1202907944896665,0.9853587550922093,1,2,0,,,,1,1,0,3,2,2,1,1,5,0.8831901374504597,1.1309156969097054,1.1203483669734673,1.1844970523135,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1.0146833269282907,1.145253705398891,0.046958323889213505,0.05358135540379472,0.09442443512760021,0.034394001268980075,0.0,0.0,2.0,1.0,1.0,3.0
1,15,1,0,1,1,2,1,2,0,,,,1,1,1,1,0,4,3,2,1,1,5,-0.4358840114842877,-0.556465977135388,-0.18603119420097036,-0.29639054494828093,1,2,0,,,,1,1,0,4,3,2,1,1,5,-0.7496163114597669,0.7392477039636425,0.3090249998002643,0.504590404704549,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-0.3462959054282131,0.517621036156152,0.2600754321871071,-0.2346572992590935,0.19019303576995472,0.21540715357534676,0.0,0.0,2.0,1.0,1.0,4.0
0,16,1,1,1,4,2,1,2,0,,,,0,1,1,1,0,4,2,3,1,1,5,-0.4358840114842877,1.2373737128706725,1.381555192227794,1.198983638432291,1,2,0,,,,0,1,0,4,2,3,1,1,5,-0.3414146992322103,1.5225836898557683,1.1203483669734673,1.1844970523135,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1.2726375145102526,1.2758097030475786,-0.038390074438381605,-0.3380866375422682,0.09625873904941201,0.21610602463055045,0.0,0.0,2.0,1.0,1.0,4.0
0,16,0,1,1,4,4,1,2,0,,,,1,1,1,0,0,2,4,4,2,3,4,0.08937684778068994,-0.25749269546771125,0.07523320353715703,0.13085922173188244,1,2,0,,,,1,1,0,2,4,4,2,3,4,-0.7496163114597669,1.9142516828018312,1.5260100505600687,1.1844970523135,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,-0.017133423399557268,1.5415862618918001,0.3883519171995937,-0.7297546304883311,0.21000713851414585,0.36512657935211756,0.0,0.0,2.0,1.0,2.5,2.0
0,16,1,1,1,1,1,4,1,0,,,,1,0,1,1,1,5,5,5,5,5,5,0.08937684778068994,-0.25749269546771125,-0.7085599896772251,0.13085922173188244,4,1,0,,,,1,1,1,5,5,5,5,5,5,-0.7496163114597669,-0.8274242678206093,-0.90796005095954,1.1844970523135,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,-0.27839782113768463,-0.18362908882221637,0.3883519171995937,2.0119213201341095,0.42009989446574497,1.1855160718588467,0.0,0.0,1.0,4.0,5.0,5.0
0,16,1,0,1,1,2,1,2,0,,,,1,1,1,1,0,4,4,3,1,1,1,-0.17325358185179887,-0.8554392588030648,-0.18603119420097036,-0.29639054494828093,1,2,0,,,,1,1,0,4,4,3,1,1,1,-0.7496163114597669,0.3475797110175795,0.3090249998002643,-0.8552228905133533,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,-0.4459536659841053,-0.06620605989850314,0.5590487138547839,-1.2028026015309328,0.3588922325978412,0.6835804895433968,0.0,0.0,2.0,1.0,1.0,4.0
0,16,1,1,1,4,3,1,3,0,,,,1,1,1,1,0,3,4,4,2,4,4,-0.4358840114842877,-0.25749269546771125,-0.4472955919390978,-0.29639054494828093,1,3,0,,,,1,1,0,3,4,4,2,4,4,-0.7496163114597669,0.7392477039636425,0.3090249998002643,0.16463708090007337,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,-0.33372627745169664,0.40430326155466006,-0.03889784948056968,-0.5746106230635691,0.10025842891451536,0.298919391151829,0.0,0.0,3.0,1.0,3.0,3.0
0,15,1,0,1,4,3,1,2,0,,,,1,1,1,1,1,4,4,4,2,4,2,-0.6985144411167765,-0.25749269546771125,-0.18603119420097036,-0.08276566160819926,1,2,0,,,,1,1,1,4,4,4,2,4,2,-0.7496163114597669,0.3475797110175795,-0.09663668378633711,-0.1753162429044022,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,-0.17542985042562695,0.025208928108946732,0.174727033859512,-0.5228959539219817,0.08784460972488876,0.28193937204760333,0.0,0.0,2.0,1.0,3.0,4.0
0,16,1,0,1,4,3,3,2,0,,,,1,1,1,1,0,5,4,3,1,2,1,-0.4358840114842877,1.5363469945383494,1.1202907944896665,0.9853587550922093,3,2,0,,,,1,1,0,5,4,3,1,2,1,-0.3414146992322103,1.5225836898557683,1.1203483669734673,1.1844970523135,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1.2139988480400752,1.2758097030475786,-0.5509882394461402,-0.3380866375422682,0.28719838000438647,0.21610602463055045,0.0,0.0,2.0,3.0,1.5,5.0
1,15,1,1,0,4,4,1,4,0,,,,1,0,1,1,1,1,3,3,5,5,3,-0.17325358185179887,0.6394271495353191,0.5977619990134118,0.34448410507196414,1,4,0,,,,1,1,1,1,3,3,5,5,3,-0.7496163114597669,-0.4357562748745463,-0.09663668378633711,-0.1753162429044022,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0.527224417873565,-0.23590306718842854,-0.29494304446335495,0.2604400319701441,0.1596230329060424,0.17749252582172628,0.0,0.0,4.0,1.0,5.0,1.0
0,16,1,1,1,3,1,1,4,0,,,,0,1,1,1,0,4,3,3,1,2,5,-0.17325358185179887,-1.1544125404707415,-0.9698243874153526,-0.937265194968526,1,4,0,,,,0,1,0,4,3,3,1,2,5,-0.7496163114597669,-0.8274242678206093,-1.3136217345461414,-0.8552228905133533,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,-1.0205007076182067,-0.9987562976267013,0.21714734550221548,-0.027798622692744024,0.11710811025134546,0.27303548007677647,0.0,0.0,4.0,1.0,1.5,4.0
0,15,0,0,1,2,2,2,2,0,,,,0,1,1,1,0,4,1,3,1,3,4,-0.4358840114842877,-0.8554392588030648,-0.4472955919390978,-0.5100154282883627,2,2,0,,,,0,1,0,4,1,3,1,3,4,-0.7496163114597669,-0.4357562748745463,-0.90796005095954,-0.5152695667088778,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,-0.6042500930101751,-0.6196619641809881,0.34542383051470216,-0.07951329183433148,0.21978499090410047,0.25281896887835176,0.0,0.0,2.0,2.0,2.0,4.0
0,15,0,0,1,3,1,2,4,0,,,,0,0,1,1,0,4,4,2,2,3,3,0.8772681366781564,1.5363469945383494,1.381555192227794,1.198983638432291,2,4,0,,,,0,1,0,4,4,2,2,3,3,0.47498852522290297,1.1309156969097054,1.1203483669734673,0.8445437285090245,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1.372295275066145,1.031935930797399,-0.3373633561060585,-0.2863719684006809,0.16887219445535215,0.16237239674390672,0.0,0.0,4.0,2.0,2.5,4.0
1,16,1,1,1,3,1,2,4,0,,,,0,1,1,1,0,4,3,2,1,1,5,-0.6985144411167765,0.6394271495353191,1.1202907944896665,0.9853587550922093,2,4,0,,,,0,1,0,4,3,2,1,1,5,-0.3414146992322103,0.3475797110175795,-0.5022983673729385,-0.5152695667088778,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0.9150255663723983,-0.22332940768807896,0.3459316055568902,-0.8628492777264574,0.24802727538784436,0.4944643357907696,0.0,0.0,4.0,2.0,1.0,4.0
1,15,1,1,1,4,2,1,4,0,,,,0,1,1,1,0,3,3,3,1,1,3,-0.6985144411167765,-0.25749269546771125,-0.18603119420097036,-0.08276566160819926,1,4,0,,,,0,1,0,3,3,3,1,1,3,-0.7496163114597669,-0.4357562748745463,-1.3136217345461414,-0.8552228905133533,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,-0.17542985042562695,-0.8682002999780137,0.174727033859512,-0.419466615638807,0.08784460972488876,0.439076589205591,0.0,0.0,4.0,1.0,1.0,3.0
0,15,0,1,1,1,1,1,2,2,,,,0,0,1,1,1,3,3,4,2,4,5,-0.4358840114842877,-0.8554392588030648,-1.23108878515348,-1.1508900783086078,1,2,0,,,,0,1,1,3,3,4,2,4,5,-0.3414146992322103,0.3475797110175795,-0.5022983673729385,-0.5152695667088778,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,-1.0791393740883841,-0.22332940768807896,-0.29545081950554297,-0.8628492777264574,0.19783645854315204,0.4944643357907696,0.0,0.0,2.0,1.0,3.0,3.0
1,16,1,1,1,3,1,1,1,0,,,,1,1,1,0,0,5,3,2,2,2,5,-0.4358840114842877,0.3404538678676423,0.33649760127528444,0.7717338717521275,1,1,0,,,,1,1,0,5,3,2,2,2,5,-0.7496163114597669,0.3475797110175795,0.3090249998002643,0.504590404704549,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0.48289511363168475,0.38706503850746427,0.4312800038844852,0.15701069368696946,0.2501495235969023,0.10358945512976592,0.0,0.0,1.0,1.0,2.0,5.0
0,16,1,1,1,3,3,1,2,0,,,,1,1,1,1,0,4,3,3,2,4,5,6.392507158960422,0.04148058619996553,0.33649760127528444,0.13085922173188244,1,2,0,,,,1,1,0,4,3,3,2,4,5,0.06678691299534632,-0.4357562748745463,-0.5022983673729385,-0.5152695667088778,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0.16961246973571079,-0.48444140298545424,0.08937863553191691,-0.07951329183433148,0.15127828816166056,0.0426584607954249,0.0,0.0,2.0,1.0,3.0,4.0
1,15,1,1,1,4,3,1,2,0,,,,1,1,1,1,0,4,3,3,2,3,5,0.08937684778068994,-0.556465977135388,-0.4472955919390978,-0.08276566160819926,1,2,0,,,,1,1,0,4,3,3,2,3,5,-0.7496163114597669,-0.4357562748745463,-0.5022983673729385,-0.5152695667088778,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,-0.36217574356089505,-0.48444140298545424,0.4737003155271888,-0.07951329183433148,0.24805652314258078,0.0426584607954249,0.0,0.0,2.0,1.0,2.5,4.0
1,15,1,1,1,4,0,2,4,0,,,,1,1,1,1,0,3,4,3,1,1,1,0.3520072774131787,0.04148058619996553,0.07523320353715703,-0.08276566160819926,2,4,0,,,,1,1,0,3,4,3,1,1,1,-0.7496163114597669,-0.04408828192848341,-0.5022983673729385,-0.5152695667088778,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0.0113160427096411,-0.3538854053367666,-0.12424624780816479,-0.4711812847803944,0.08320658092837294,0.26837055773144797,0.0,0.0,4.0,2.0,1.0,3.0
0,16,1,1,1,2,2,1,4,0,,,,0,1,1,1,1,5,2,3,1,3,3,-0.6985144411167765,0.04148058619996553,0.07523320353715703,0.13085922173188244,1,4,0,,,,0,1,1,5,2,3,1,3,3,-0.5455155053459886,0.3475797110175795,0.3090249998002643,0.16463708090007337,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0.082524337156335,0.2737472639059724,0.08937863553191691,-0.18294263011750614,0.04513319836302697,0.09643853206031408,0.0,0.0,4.0,1.0,2.0,5.0
1,17,1,1,1,2,1,2,1,3,,,,1,1,0,1,0,4,5,1,1,1,3,-0.4358840114842877,-0.8554392588030648,-0.7085599896772251,-0.08276566160819926,2,1,3,,,,1,0,0,4,5,1,1,1,3,-0.7496163114597669,-1.219092260766672,-1.3136217345461414,-0.8552228905133533,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,-0.5489216366961631,-1.129312295275389,0.7726735971948655,0.3638693702533188,0.4103284352288944,0.2420283179823408,0.0,0.0,1.0,2.0,1.0,4.0
1,17,1,1,1,2,1,2,1,3,,,,1,1,0,1,0,4,5,1,1,1,3,-0.4358840114842877,-0.8554392588030648,-0.7085599896772251,-0.08276566160819926,1,1,0,,,,0,1,0,5,4,5,1,2,5,3.740601423043356,-1.219092260766672,-2.1249451017193444,-2.2150361857312557,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,-0.5489216366961631,-1.8530245160724241,0.7726735971948655,-0.9959439249645836,0.4103284352288944,0.5508463298347264,0.0,0.0,1.0,1.5,1.25,4.5
1,17,1,1,1,2,1,1,1,3,,,,0,1,1,1,0,5,4,5,1,2,5,-0.6985144411167765,-1.752359103806095,-2.798675171582244,-2.219014495009016,2,1,3,,,,1,0,0,4,5,1,1,1,3,-0.7496163114597669,-1.219092260766672,-1.3136217345461414,-0.8552228905133533,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,-2.2566829234657853,-1.129312295275389,-0.466655391202921,0.3638693702533188,0.5241741230721313,0.2420283179823408,0.0,0.0,1.0,1.5,1.25,4.5
1,17,1,1,1,2,1,1,1,3,,,,0,1,1,1,0,5,4,5,1,2,5,-0.6985144411167765,-1.752359103806095,-2.798675171582244,-2.219014495009016,1,1,0,,,,0,1,0,5,4,5,1,2,5,3.740601423043356,-1.219092260766672,-2.1249451017193444,-2.2150361857312557,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,-2.2566829234657853,-1.8530245160724241,-0.466655391202921,-0.9959439249645836,0.5241741230721313,0.5508463298347264,0.0,0.0,1.0,1.0,1.5,5.0
0,16,1,1,1,3,4,1,2,0,,,,0,1,1,1,0,2,4,3,1,2,3,0.8772681366781564,-1.752359103806095,-1.4923531828916075,-1.1508900783086078,1,2,0,,,,0,1,0,2,4,3,1,2,3,2.1077949741331294,-0.04408828192848341,-0.5022983673729385,-0.5152695667088778,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,-1.465200788335437,-0.3538854053367666,0.6014690254974873,-0.4711812847803944,0.30165242673617715,0.26837055773144797,0.0,0.0,2.0,1.0,1.5,2.0
1,15,1,1,1,2,3,1,1,0,,,,1,0,1,1,1,3,2,2,1,3,3,-0.4358840114842877,-0.25749269546771125,0.33649760127528444,0.34448410507196414,1,1,0,,,,1,1,1,3,2,2,1,3,3,-0.7496163114597669,-0.4357562748745463,-0.5022983673729385,-0.1753162429044022,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0.14116300362651243,-0.37112362838396235,0.6019768005396754,0.2604400319701441,0.3452690557752776,0.1728072963586085,0.0,0.0,1.0,1.0,2.0,3.0
1,15,1,1,1,2,3,1,3,0,,,,0,0,1,1,0,5,3,2,1,2,5,-0.17325358185179887,0.04148058619996553,-0.18603119420097036,0.13085922173188244,1,3,0,,,,0,1,0,5,3,2,1,2,5,-0.3414146992322103,-0.8274242678206093,-1.3136217345461414,-1.1951762143178288,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,-0.004563795423040797,-1.1120740722281932,0.08937863553191691,-0.36775194649721954,0.16338588597797513,0.2535280431776645,0.0,0.0,3.0,1.0,1.5,5.0
0,15,1,0,1,3,2,1,2,0,,,,0,1,1,1,0,4,4,4,1,1,5,0.6146377070456676,-1.1544125404707415,-1.23108878515348,-0.937265194968526,1,2,0,,,,0,1,0,4,4,4,1,1,5,0.06678691299534632,-0.04408828192848341,-0.5022983673729385,-0.5152695667088778,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,-1.1075888401975824,-0.3538854053367666,0.21714734550221548,-0.4711812847803944,0.15240544517092203,0.26837055773144797,0.0,0.0,2.0,1.0,1.0,4.0
1,15,1,0,1,2,2,2,2,0,,,,1,1,1,1,0,5,3,3,1,3,4,-0.17325358185179887,1.2373737128706725,1.1202907944896665,0.9853587550922093,2,2,0,,,,1,1,0,5,3,3,1,3,4,-0.3414146992322103,0.3475797110175795,-0.09663668378633711,0.16463708090007337,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1.1143410874841828,0.13852670271043857,-0.2520149577784633,-0.18294263011750614,0.12611278284182173,0.22325627704512946,0.0,0.0,2.0,2.0,2.0,5.0
0,15,1,1,1,1,1,1,2,0,,,,1,0,1,1,0,4,3,2,2,3,4,-0.4358840114842877,-0.556465977135388,-0.18603119420097036,-0.08276566160819926,1,2,0,,,,1,1,0,4,3,2,2,3,4,-0.3414146992322103,0.3475797110175795,-0.09663668378633711,-0.1753162429044022,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,-0.27508761098151924,0.025208928108946732,0.4737003155271888,-0.5228959539219817,0.24909090962936137,0.28193937204760333,0.0,0.0,2.0,1.0,2.5,4.0
0,15,1,1,1,4,4,2,2,2,,,,0,1,1,1,1,4,4,4,2,3,5,0.08937684778068994,-1.1544125404707415,-0.4472955919390978,-0.5100154282883627,2,2,0,,,,0,1,1,4,4,4,2,3,5,0.06678691299534632,-0.04408828192848341,-0.5022983673729385,-0.1753162429044022,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,-0.7039078535660673,-0.24056763073527473,0.6443971121823788,-0.1312279609759188,0.39140682053360865,0.23597124467007607,0.0,0.0,2.0,2.0,2.5,4.0
0,16,1,0,1,2,2,1,2,0,,,,0,1,1,0,0,4,3,4,1,2,2,-0.17325358185179887,-0.8554392588030648,-0.9698243874153526,-0.937265194968526,1,2,0,,,,0,1,0,4,3,4,1,2,2,0.47498852522290297,0.3475797110175795,-0.5022983673729385,-0.5152695667088778,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,-0.9208429470623146,-0.22332940768807896,-0.08182593616546119,-0.8628492777264574,0.05893434551797624,0.4944643357907696,0.0,0.0,2.0,1.0,1.5,4.0
0,15,1,1,1,4,2,1,3,0,,,,1,1,1,1,0,5,3,3,1,3,1,-0.17325358185179887,0.6394271495353191,0.8590263967515392,0.7717338717521275,1,3,0,,,,1,1,0,5,3,3,1,3,1,0.06678691299534632,1.1309156969097054,1.1203483669734673,0.8445437285090245,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0.7567291393463287,1.031935930797399,0.1323067222168084,-0.2863719684006809,0.11056588009150864,0.16237239674390672,0.0,0.0,3.0,1.0,2.0,5.0
1,16,1,1,1,2,2,2,2,1,,,,1,0,1,1,0,4,4,2,1,1,3,0.8772681366781564,0.04148058619996553,-0.18603119420097036,-0.08276566160819926,2,2,0,,,,1,1,0,4,4,2,1,1,3,0.47498852522290297,-0.04408828192848341,-0.90796005095954,-0.5152695667088778,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,-0.0757720898697347,-0.4891059665323004,-0.12424624780816479,-0.4711812847803944,0.11391700965855234,0.4325297779492895,0.0,0.0,2.0,2.0,1.0,4.0
1,16,1,0,0,4,4,1,2,0,,,,0,1,1,0,0,4,1,3,3,5,5,1.6651594255756228,-0.8554392588030648,-1.23108878515348,-0.7236403116284443,1,2,0,,,,0,1,0,4,1,3,3,5,5,0.47498852522290297,-1.219092260766672,-1.3136217345461414,-0.8552228905133533,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,-0.9367227851949963,-1.129312295275389,0.13179894717462048,0.3638693702533188,0.26330827383079525,0.2420283179823408,0.0,0.0,2.0,1.0,4.0,4.0
0,16,1,1,1,3,3,1,3,0,,,,0,1,1,1,1,4,3,3,1,3,4,-0.6985144411167765,-1.1544125404707415,-0.9698243874153526,-0.5100154282883627,1,3,0,,,,0,1,1,4,3,3,1,3,4,-0.3414146992322103,-1.219092260766672,-0.5022983673729385,-0.5152695667088778,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,-0.8780841187248188,-0.7455533982828294,0.6443971121823788,0.7038226940577943,0.33184954003554956,0.41014796563547873,0.0,0.0,3.0,1.0,2.0,4.0
0,15,1,1,1,4,3,1,1,0,,,,1,1,1,1,0,4,5,5,1,3,1,-0.17325358185179887,1.5363469945383494,1.6428195899659215,1.6262334051124543,1,1,0,,,,1,1,0,4,5,5,1,3,1,0.47498852522290297,0.7392477039636425,0.3090249998002643,0.16463708090007337,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1.6017999965389087,0.40430326155466006,0.08988641057410485,-0.5746106230635691,0.05728740686365746,0.298919391151829,0.0,0.0,1.0,1.0,2.0,4.0
0,16,1,0,1,3,1,1,2,0,,,,0,1,1,0,0,3,3,3,2,3,2,-0.17325358185179887,-1.1544125404707415,-1.23108878515348,-0.937265194968526,1,2,0,,,,0,1,0,3,3,3,2,3,2,-0.7496163114597669,-0.04408828192848341,0.3090249998002643,-0.1753162429044022,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,-1.1075888401975824,0.029873491655792905,0.21714734550221548,-0.1312279609759188,0.15240544517092203,0.2504982391354757,0.0,0.0,2.0,1.0,2.5,3.0
0,16,1,1,1,4,2,2,2,0,,,,1,1,1,1,0,5,3,3,1,1,1,-0.6985144411167765,0.04148058619996553,-0.18603119420097036,-0.08276566160819926,2,2,0,,,,1,1,0,5,3,3,1,1,1,-0.3414146992322103,0.3475797110175795,0.7146866833868658,0.504590404704549,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,-0.0757720898697347,0.522285599702998,-0.12424624780816479,0.15701069368696946,0.11391700965855234,0.1841920797294521,0.0,0.0,2.0,2.0,1.0,5.0
